ID,User,DateCreated,Text
99yw00;Meadhead81;1535156963.0;U.K. alcohol giant Diageo circling Canada for cannabis deals
99yw00;Meadhead81;1535156963.0;"https://www.bnnbloomberg.ca/u-k-alcohol-giant-diageo-circling-canada-for-cannabis-deals-1.1128030"

e4rmy6j;Throwawayin2020;1535163877.0;"Wondering when InBev and Philip Morris are going to jump in to this space... "
e4ryi93;descride;1535174018.0;"Aphria was up \~23% on huge volume (23.1m shares) so market seems to think that they are the front runner for a Diageo investment"
e4s3ybd;daaave33;1535179310.0;"Aphria's chief commercial officer, Jakob Ripshtein, was formerly chief financial officer of Diageo North America. Just sayin'... Put in a little "buy the rumor" on Diageo today. "
e4s5a5o;letstalkbirdlaw;1535180651.0;"Does that mean r/Guinness is going to start having marijuana posts now? =p"
e4siste;rAxxt;1535195230.0;"They should buy CGC ;)"
e4rqis9;moetzen;1535166965.0;"Also the big tabac players should start investing into cannabis. Would be stupid for them not to as they already have the big money and name to it.  "
e4sk4j3;95castles;1535196785.0;"MJ going to take off?"
e4u5mkn;bricengreen;1535271555.0;"I think smoking will be the smallest percentage of how cannabis will be consumed. Edibles, vapes, patches, drinks, etc."
e4rro99;erniefu;1535167967.0;"That ship has sailed. Any vice company has had plans for the legalization of weed in Canada since it was announced last year. Trying to cash in now is like Mattel buying the learning company from Kevin O'Leary."
e4rxfib;Eskapismus;1535173052.0;"I still hope that big pharma will be allowed to produce recreational drugs while I'm still alive. Just think about the fancy shit these people can come up with. &#x200B;Also there will be a pill to become sober instantly and you can drive home in your car 10 minutes after tripping balls. "
e4s853h;aelaos1;1535183641.0;"just buy HMMJ and chill dudes"
e4rog68;ReallyFatPeopleOnTLC;1535165176.0;"The more they wait, the more expensive it's gonna be for them "
e4rqi1s;cognitive-dissonance;1535166947.0;"I don't think big tobacco companies would need to acquire smaller weed companies. Weed grows like a weed. The distribution and marketing infrastructure already exists for big tobacco. If it is legalized, they will be able to start crushing the competition from day one."
e4royko;Walden_Walkabout;1535165614.0;"They probably have already started on their own programs."
e4s321n;thethiefstheme;1535178404.0;"The argument for this is a few months ago, Jakob ripstein, former CEO of Diageo Canada joined aphria. Also aphria has deals with Southern Glazer, the official alcohol distributor for Diageo in North America.Both companies are very close in terms of relationships, and given aphria is building an extraction center, and is trading at a  reasonable 50-60 PE, maybe a cash infusion of a free hundred million for aphria for 10-20% of the company might be a strong possibility. "
e4s5urx;Throwawayin2020;1535181237.0;"Them and Cronos Group are a lock. "
e4s5ymn;Throwawayin2020;1535181346.0;"Why would you buy Diageo and not the target? The acquirer doesn't make significant gains... "
e4s2qkb;Mr-_-Positivity;1535178085.0;"You gonna buy bud from Phillip Morris? I’m sure as fuck not. "
