ID,User,DateCreated,Text
9ae6ne;wolfsfang;1535301645.0;When will Maddox/Heather officialy come out as transgender? Video about lolcows often becoming trannies by EZ PZ
9ae6ne;wolfsfang;1535301645.0;""

e4uw58i;NumberEightySeven;1535311989.0;"I think Maddox lack a sense of self, so it's possible he could become that third category of tranny in the video. Hell, he's already pretended to be a female journalist twice."
e4usdpn;SpartanPhi;1535303281.0;"Chris didn't become a trannie because of trolling. He isn't even a tranny, he just says he is so he can try and use this as an excuse to try and get women to fuck him"
e4vxgk8;SnakeJerusalem;1535352665.0;"My guess is that this is nothing more than a meme that is spreading across lolcows. I think this is plausible because these peeople tend to be highly susceptible and influencible. "
e4uvkk8;buffer_overfl0w;1535310810.0;"Chris Chan is mentally fucked in the head because of his mother and the hardcore trolling he received. The tranny thing is his way of dealing with it. Also a tidbit of information, the trolls used to get him to dress up in his mum's underwear and get him to shove that Sonichu medallion up his arse. "
e4vnole;Ashanmaril;1535342865.0;"I don't know man, he's been through some insane shit. I think he's seriously snapped, and it's not really funny any more.You ever see the video where "Julie" revealed herself to be a 13 year old boy? He went HARD on Chris, it was absolutely brutal. And that's just instance after over a decade of being messed with for entertainment."
e4ut2j3;wolfsfang;1535304920.0;"He really acts like you are saying. i have two events that hint at it beimg legit though.Years before he had gone by the Christine name he was already talking about how proud he is of his breasts.Also he tried to stab himself in the taint and cut out a vagina. he was really proud of the wound."
e4xlt7p;marklarboogaloo;1535426831.0;"Chris may have been trolled into crossdressing at some point but I'm pretty sure he had already taken pictures of himself wearing his moms undergarments. And he had the female character in his comics that was supposed to be the 'female chris chan', as well as constantly saying he wanted a daughter and not a son. Those are kinda the obvious clues in hindsight, but he's still just a really feminine male, as he has always been. I'm glad I'm not the only one that thought the trans thing was just a retarded ploy to get close to women. Which explains his complete irrational fear of men; he either consciously or subconsciously understands how feminine, weak and dimwitted he is and therefore feels threatened by almost every man he meets because he understands they are stronger, smarter and more socially adept than him. "
e4w87wi;SpartanPhi;1535364390.0;"He's stupid and did those things because he thought that if he did the trolls would leave him alone. If he didn't have that one percentile of hope that the trolls would GTFO if he did what they said, I guarantee you he wouldn't have done it."
e4w7u9q;SpartanPhi;1535363980.0;"1. Perhaps he had thought of the idea very early on, but was too lazy to do it until recently.2. "I'm proud of my vagina wound because now women will finally be with me!111" Probably ignorance."
e4yav9q;wolfsfang;1535450663.0;"also he hated men with the exception of his father.He even hated food loosly in the shape of penises. atleast that how i remeber the pickle thing.And he found his female pickachus getting pickles to be the most offensive thing"
